tweet_id,month,text,country
https://lens.org/140-735-256-076-863,2017-09-01,,CA
https://lens.org/100-104-793-869-621,2017-09-05,In one implementation  an apparatus estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point is described  estimates temperature from a digital infrared sensor and determines vital signs from a solid state image transducer  or determines vital signs from a solid state image transducer and estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point  after which the estimated and or determined information is transmitted to an external database ,US
https://lens.org/107-735-652-096-659,2017-09-05,In one implementation  an apparatus estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point is described  estimates temperature from a digital infrared sensor and determines vital signs from a solid state image transducer  or determines vital signs from a solid state image transducer and estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point  after which the estimated and or determined information is transmitted to an external database ,US
https://lens.org/052-745-653-440-074,2017-09-05,The location of a user s head  for purposes such as head tracking or motion input  can be determined  For example  a computing device  e g   a tablet  mobile phone  etc   can utilize one or more detectors or other image classifiers to detect the presence objects such as features of the face in images captured by one or more cameras of the computing device  Based on the detected feature s   the subject technology provides embodiments for detecting a heart rate of the user of the computing device without requiring invasive procedures or addition sensors on the computing device by selecting a region of interest for analyzing color or other image data measurements over a period of time  Changes in color at the select region of interest may be further processed to extract a user s heart rate using techniques described further herein ,US
https://lens.org/046-146-420-144-416,2017-09-05,An endoscopic surgical method involves an advancement of an endoscope      to a target location within an anatomical region of a body and a generation of a plurality of endoscopic video frames      as the endoscope      is advanced to the target location with the endoscopic video frames     illustrating monocular endoscopic images of the anatomical region  For real time estimation of a depth of an object within monocular endoscopic images  e g   depth of a bronchial wall within an monocular endoscopic images of a bronchial tube   the method further involves  S    a determination of an optical flow of one or more image points within a frame time series of the monocular endoscopic images of the anatomical region  and  S    an estimation of a depth field indicative of a depth of the object within the monocular endoscopic images as a function of the optical flow of the image point s  ,US
https://lens.org/107-969-997-216-742,2017-09-05,In one implementation  an apparatus estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point is described  estimates temperature from a digital infrared sensor and determines vital signs from a solid state image transducer  or determines vital signs from a solid state image transducer and estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point  after which the estimated and or determined information is transmitted to an external database ,US
https://lens.org/109-466-895-750-184,2017-09-05,The disclosure provides a method  an electronic apparatus  and a computer readable medium of constructing a classifier for skin infection detection  The method includes the following steps  A codebook of representative features is constructed based on a plurality of target disease irrelevant images  Transfer learned disease features are extracted from target disease images according to the codebook without any medical domain knowledge  where the target disease images are captured by at least one image capturing device  Supervised learning is performed based on the transfer learned target disease features to train the classifier for skin infection detection ,US
https://lens.org/171-821-746-774-889,2017-09-05,Described are systems for  a  monitoring real time animal activity in an area of interest using computer aided image comparison of a real time image of the area and reference images of animals of interest and  b  providing informed alerts to a user ,US
https://lens.org/175-581-236-313-121,2017-09-05,In one implementation  an apparatus estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point is described  estimates temperature from a digital infrared sensor and determines vital signs from a solid state image transducer  or determines vital signs from a solid state image transducer and estimates body core temperature from an infrared measurement of an external source point using a cubic relationship between the body core temperature and the measurement of an external source point  after which the estimated and or determined information is transmitted to an external database ,US
https://lens.org/155-057-497-807-879,2017-09-05,A collection of data corresponding to a player is assembled at a server from a data provider  A base value of the player based on at least the primary data is added as an attribute to an internal object stored at the server  A modifier is mapped to a second attribute of the internal object  The modifier is based on at least a portion of the secondary data and the tertiary data  A projected value is generated from the base value by applying a modifier and a rule converting the modified second attribute to a projected value  Internal objects are generated according to constraints including having a sum of limiting factors of the internal objects that does not exceed a maximum factor and a sum of projected values a maximum  subject to the first constraint  The server transmits application data including a list representing the internal objects ,US
https://lens.org/065-483-912-184-103,2017-09-05,,US
https://lens.org/032-003-619-609-421,2017-09-05,A traffic flow congestion incident associated with a segment of roadway that is proximate to a responder vehicle can be established  The congestion can include a set of automobiles on the roadway  The automobiles can include a driver operated vehicle  a semi autonomous vehicle  and an autonomous vehicle  The responder vehicle can be an emergency response vehicle associated with an emergency service or emergency entity  A notification can be conveyed to a computing device associated with the automobiles responsive to the establishing  The notification can alert the operator of the automobile that the responder vehicle is proximate ,US
https://lens.org/151-487-351-787-144,2017-09-05,This disclosure describes  according to some implementations  a system and method for adapting object handover from robot to human using perceptual affordances  In an example method  upon receiving sensor data describing surroundings and or operational state of a robot unit from a sensor  the method calculates a probability of a perceptual classification based on the sensor data  The perceptual classification may be one or more of an environment classification  an object classification  a human action classification  or an electro mechanical state classification  The method further calculates an affordance of the probability of the perceptual classifier using a preference model  determines a handover action based on the affordance  executes the handover action  and updates the preference model based on feedback ,US
https://lens.org/167-151-232-405-344,2017-09-05,A child seat or child restraining system for securing a child to a vehicle seat  and method of installing the car seat are provided  The child seat  which is configured to be secured to a seat of a vehicle  includes  a seat base secured to the seat of the vehicle  a child receiving portion supported by the seat base  and a belt tensioning system incorporated into the seat base  The belt tensioning system is configured to receive a belt that couples the seat base to the seat of the vehicle  The child seat also includes a controller operatively connected to the belt tensioning system and configured to automatically actuate the belt tensioning system  The belt tensioning system may be configured to drive the at least one belt in a pay in direction to apply tension to the at least one belt ,US
https://lens.org/073-272-024-496-053,2017-09-05,A method for controlling vehicle systems includes receiving monitoring information from one or more monitoring systems and determining a plurality of driver states based on the monitoring information from the one or more monitoring systems  The method includes determining a combined driver state based on the plurality of driver states and modifying control of one or more vehicle systems based on the combined driver state ,US
https://lens.org/082-605-995-634-307,2017-09-05,The present invention provides methods to promote the differentiation of pluripotent stem cells into insulin producing cells  In particular  the present invention provides a method to produce a population of cells expressing markers characteristic of the pancreatic endoderm lineage  wherein greater than     of the cells in the population co express PDX  and NKX    ,US
https://lens.org/188-413-403-183-870,2017-09-05,The present invention provides a method for increasing the expression of MAFA in cells expressing markers characteristic of the pancreatic endocrine lineage comprising the steps of culturing the cells expressing markers characteristic of the pancreatic endocrine lineage in medium comprising a sufficient amount of a cyclin dependent kinase inhibitor to cause an increase in expression of MAFA ,US
https://lens.org/021-989-822-868-335,2017-09-05,A handheld dimensioning system that analyzes a depth map for null data pixels to provide feedback is disclosed  Null data pixels correspond to missing range data and having too many in a depth map may lead to dimensioning errors  Providing feedback based on the number of null data pixels helps a user understand and adapt to different dimensioning conditions  promotes accuracy  and facilitates handheld applications ,US
https://lens.org/125-642-029-424-69X,2017-09-05,strong This document appears in a public collection  strong,US
https://lens.org/053-495-793-049-285,2017-09-05,Methods and systems for acquiring sensor data using multiple acquisition modes are described  An example method involves receiving  by a co processor and from an application processor  a request for sensor data  The request identifies at least two sensors of a plurality of sensors for which data is requested  The at least two sensors are configured to acquire sensor data in a plurality of acquisition modes  and the request further identifies for the at least two sensors respective acquisition modes for acquiring data that are selected from among the plurality of acquisition modes  In response to receiving the request  the co processor causes the at least two sensors to acquire data in the respective acquisition modes  The co processor receives first sensor data from a first sensor and second sensor data from a second sensor  and the co processor provides the first sensor data and the second sensor data to the application processor ,US
https://lens.org/160-223-797-507-730,2017-09-05,The present invention encompasses methods  apparati  and computer readable media for correcting spatial artifacts in composite radiographic images of an object      A method embodiment of the present invention comprises the steps of generating the composite image from a plurality of views of the object      estimating a shift profile  and re generating the image by shifting the views using the shift profile ,US
https://lens.org/077-849-025-290-283,2017-09-05,A system for determining surface topography of a three dimensional structure is provided  The system can include an illumination unit configured to output a two dimensional array of light beams each comprising a plurality of wavelengths  An optical assembly can focus the plurality of wavelengths of each light beam to a plurality of focal lengths so as to simultaneously illuminate the structure over a two dimensional field of view  A detector and a processor are used to generate data representative of the surface topography of the three dimensional structure based on the measured characteristics of the light reflected from the structure ,US
https://lens.org/020-898-052-392-472,2017-09-05,Systems and method for imaging through scattering media  One example of an imaging system includes an illuminator configured to produce a structured illumination pattern and to direct the structured illumination pattern into an imaging field through a scattering medium  a camera configured to receive reflections of the structured illumination pattern from an object in the imaging field and to provide corresponding image data  a master oscillator coupled to the illuminator and to the camera and configured to modulate the structured illumination pattern and to clock the camera so as to time gate the reflections of the structured illumination pattern and provide signal timing data  and a processor coupled to the camera and received to receive and process the image data and the signal timing data to produce an image of the object ,US
https://lens.org/007-799-640-937-841,2017-09-05,A method for defining a robotic machine task  The method comprises a  collecting a sequence of a plurality of images showing at least one demonstrator performing at least one manipulation of at least one object  b  performing an analysis of said sequence of a plurality of images to identify demonstrator body parts manipulating said at least one object and said at least one manipulation of said at least one object  c  determining at least one robotic machine movement to perform said task  and d  generating at least one motion command for instructing said robotic machine to perform said task ,US
https://lens.org/164-098-472-634-403,2017-09-05,strong This document appears in a public collection  strong,US
https://lens.org/125-329-930-707-157,2017-09-05,Systems  methods  and computer readable media are provided for generating computer mediated reality display data based on user instantaneous motion data ,US
https://lens.org/074-645-873-718-111,2017-09-05,A method of operation of a navigation system includes  receiving a surrounding indicator  comparing a past indicator to the surrounding indicator for recognizing a driving environment  and varying a selectability of a functionality based on the past indicator compared for displaying on a device ,US
https://lens.org/179-734-125-268-460,2017-09-05,Embodiments include an eye cover adapted to be removeably mounted on a head worn computer with a see through computer display where the eye cover includes a flexible audio headset mounted to the eye cover  The flexibility of the audio headset provides the user of the head worn computer with a mechanism to align the audio headset with an ear of the user ,US
https://lens.org/110-593-766-564-85X,2017-09-05,A system and method for selective gesture interaction using spatial volumes is disclosed  The method includes processing data frames that each includes one or more body point locations of a collaborating user that is interfacing with an application at each time intervals  defining a spatial volume for each collaborating user based on the processed data frames  detecting a gesture performed by a first collaborating user based on the processed data frames  determining the gesture to be an input gesture performed by the first collaborating user in a first spatial volume  interpreting the input gesture based on a context of the first spatial volume that includes a role of the first collaborating user  a phase of the application  and an intersection volume between the first spatial volume and a second spatial volume for a second collaborating user  and providing an input command to the application based on the interpreted input gesture ,US
https://lens.org/020-079-665-146-400,2017-09-05,,US
https://lens.org/092-103-472-369-893,2017-09-05,An automated  computerized method is provided for processing an image  The method includes the steps of providing an image file depicting an image  in a computer memory  identifying a dominant region of single reflectance in the image and segregating the image into intrinsic images as a function of the dominant region of single reflectance ,US
https://lens.org/088-740-099-355-326,2017-09-05,,US
https://lens.org/173-820-186-086-225,2017-09-05,A device  system and method to enable searching of personal profiles in the context of on line dating that includes the ability to determine the personal profiles that have images that most closely resemble a target image ,US
https://lens.org/170-913-640-284-963,2017-09-05,Techniques and constructs to facilitate automatic tagging can provide improvements in image storage and searching  The constructs may enable training a deep network using tagged source images and target images  The constructs may also train a top layer of the deep network using a personal photo ontology  The constructs also may select one or more concepts from the ontology for tagging personal digital images ,US
https://lens.org/048-441-541-593-327,2017-09-05,,US
https://lens.org/144-087-573-392-942,2017-09-05,Techniques for analyzing effectiveness of an urban area based on traffic patterns collected from route oriented vehicles  A process collects sequences of global positioning system  GPS  points in logs and identifies geographical locations to represent the urban area where the route oriented vehicles traveled  The process models traffic patterns by  partitioning the urban area into regions based at least in part on major roads  segmenting the GPS points from the logs into time slots  and identifying the GPS points associated with transporting a passenger in the route oriented vehicles  The process models traffic patterns by projecting the identified GPS points onto the regions to construct transitions of the identified GPS points travelling between the regions  Then the process builds a matrix of the regions for each time slot in each day based on a number of the transitions  Each item in the matrix represents an effectiveness of a connection between two regions ,US
https://lens.org/013-241-213-459-077,2017-09-05,,US
https://lens.org/037-412-191-874-740,2017-09-05,According to an embodiment  a   dimensional    D  image of a geographical region is transformed via a regional maxima transform  RMT  or an edge segmenting and boundary filling  ESBF  transform to produce a filtered   D image  The filtered   D image is iteratively eroded and opened to produce a processed EO   D image    D object shape morphology is extracted from the processed EO   D image  and   D shape properties are extracted from the   D object shape morphology  A height slice of a   dimensional    D  point cloud comprising   D coordinate and intensity measurements of the geographical region is generated  and slice object shape morphology is extracted from the height slice  Slice shape properties from the slice object shape morphology are extracted  and the   D image is constellation matched to the height slice based on the   D shape properties and the slice shape properties ,US
https://lens.org/050-105-458-905-253,2017-09-05,Systems  methods  and non transitory computer readable media can obtain a set of video frames at a first resolution  Process the set of video frames using a convolutional neural network to output one or more signals  the convolutional neural network including  i  a set of two dimensional convolutional layers and  ii  a set of three dimensional convolutional layers  wherein the processing causes the set of video frames to be reduced to a second resolution  Process the one or more signals using a set of three dimensional de convolutional layers of the convolutional neural network  Obtain one or more outputs corresponding to the set of video frames from the convolutional neural network ,US
https://lens.org/154-098-548-113-944,2017-09-05,A method includes determining a change in a volume of a tissue of interest located in at least two data sets between the at least two data sets  The at least two image data sets include a first image data set acquired at a first time and a second image data set acquired at a second time  and the first and second times are different  The method includes generating a rendering which includes a region in which the tissue of interest is located and indicia that indicates a magnitude of the change across the region  The region is superimposed over the rendering  which is generated based on at least one of the at least two image data sets  and linked to a corresponding image respectively in the at least two image data sets including voxels representing tissue of interest  The method includes visually presenting the rendering in a graphical user interface ,US
https://lens.org/199-188-109-798-648,2017-09-05,The present invention discloses a method of generating a structured light speckle encoded pattern  comprising  fabricating an initial speckle pattern with evenly distributed speckle particles  screening positions that all speckle particles can be disturbed to in the initial speckle pattern according to a speckle particle isolation principle  performing random disturbance to each speckle particle in the initial speckle pattern according to a generated random array and the screened positions that can be disturbed to  performing window uniqueness analysis to the disturbed speckle encoded pattern to determine whether the disturbed speckle encoded pattern meets requirements of a window uniqueness distribution  The present invention further discloses an apparatus for generating a structured light speckle encoded pattern  The present invention may generate  rapidly and accurately  a speckle encoded pattern that meets requirements of window uniqueness distribution and has good anti noise and anti deformation competences  besides  the generated speckle encoded pattern has a high randomness and is not restricted by pattern size ,US
https://lens.org/073-563-485-065-360,2017-09-05,Systems and methods for the manipulation of captured light fields and captured light field image data in accordance with embodiments of the invention are disclosed  In one embodiment of the invention  a system for manipulating captured light field image data includes a processor  a display  a user input device  and a memory  wherein a depth map includes depth information for one or more pixels in the image data  and wherein an image manipulation application configures the processor to display a first synthesized image  receive user input data identifying a region within the first synthesized image  determine boundary data for the identified region using the depth map  receive user input data identifying at least one action  and perform the received action using the boundary data and the captured light field image data ,US
https://lens.org/014-049-685-655-857,2017-09-05,A candidate human head is found in depth video using a head detector  A head region of light intensity video is spatially resolved with a three dimensional location of the candidate human head in the depth video  Facial recognition is performed on the head region of the light intensity video using a face recognizer ,US
https://lens.org/031-489-360-639-176,2017-09-05,Apparatus  methods  and computer readable media are provided for segmentation  processing  e g   preprocessing and or postprocessing   and or feature extraction from tissue images such as  for example  images of nuclei and or cytoplasm  Tissue images processed by various embodiments described herein may be generated by Hematoxylin and Eosin  H amp E  staining  immunofluorescence  IF  detection  immunohistochemistry  IHC   similar and or related staining processes  and or other processes  Predictive features described herein may be provided for use in  for example  one or more predictive models for treating  diagnosing  and or predicting the occurrence  e g   recurrence  of one or more medical conditions such as  for example  cancer or other types of disease ,US
https://lens.org/105-916-021-021-319,2017-09-05,A method for cropping photos images captured by a user from an image of a page of a photo album is described  Corners in the page image are detected using corner detection algorithm or by detecting intersections of line segments  and their extensions  in the image using edge  corner  or line detection techniques  Pairs of the detected corners are used to define all potential quads  which are then are qualified according to various criteria  A correlation matrix is generated for each potential pair of the qualified quads  and candidate quads are selected based on the Eigenvector of the correlation matrix  The content of the selected quads is checked using a salience map that may be based on a trained neuron network  and the resulting photos images are extracted as individual files for further handling or manipulation by the user ,US
https://lens.org/187-018-358-159-700,2017-09-05,A system and method for object and area detection and replacement in an image includes identifying an object or area in one or more sequential images that form a moving image sequence and replacing some or all of the identified object or areas with another image such that the image looks to be part of the original composition of the original image including lighting  shadows  placement  occlusion  orientation  position  and deformation ,US
https://lens.org/120-608-620-032-588,2017-09-05,Merchandise management is implemented by recognizing a piece of merchandise in an image on a video in real time  A piece of merchandise and m number of first local feature which are respectively   dimensional to i dimensional feature vectors are stored after being associated with each other  n number of feature points are extracted from an image on a video captured by an imaging unit  n number of second local feature which are respectively   dimensional to j dimensional feature vectors are generated  a smaller number of dimensions of the number of dimensions i and the number of dimensions j is selected  and a recognition that the merchandise exists in the image on the video is made when it is determined that a prescribed proportion or more of the m number of first local feature of the selected number of dimensions correspond to the n number of second local feature of the selected number of dimensions ,US
https://lens.org/171-513-322-421-137,2017-09-05,Methods and systems for detecting keypoints in image data may include an image sensor interface receiving pixel data from an image sensor  A front end pixel data processing circuit may receive pixel data and convert the pixel data to a different color space format  A back end pixel data processing circuit may perform one or more operations on the pixel data  An output circuit may receive pixel data and output the pixel data to a system memory  A keypoint detection circuit may receive pixel data from the image sensor interface in the image sensor pixel data format or receive pixel data after processing by the front end or the back end pixel data processing circuits  The keypoint detection circuit may perform a keypoint detection operation on the pixel data to detect one or more keypoints in the image frame and output to the system memory a description of the one or more keypoints ,US
https://lens.org/111-145-090-807-74X,2017-09-05,A system and method that computes a quality score for an index image is disclosed  The method includes receiving an index image  computing a blurriness score of the index image based on variance associated with the index image  computing an image resolution score of the index image based on an area of the index image and a threshold area  computing a feature spread score for the index image using a first plurality of features associated with the index image  computing a feature uniqueness score for the index image using a description associated with each of a second plurality of features and determining a quality score for the index image using the blurriness score  the image resolution score  the feature spread score  and the feature uniqueness score ,US
https://lens.org/098-511-883-192-552,2017-09-05,A method for improving image quality of image data includes analyzing  for each of a plurality of voxels of image data  a set of entries of a dictionary  wherein an entry represents a mapping between a lower resolution patch of voxels and a corresponding higher resolution patch of voxel or a local neighborhood around a voxel  deriving  for each of the plurality of voxels  a subspace based on the analysis  wherein the subspace is for one of the mapping or the local neighborhood  and restoring target image data based on the subspaces  wherein the target image data is image data with higher image resolution or reduced image noise ,US
https://lens.org/045-051-050-507-153,2017-09-05,Methods and systems for displaying a virtual object capture  via an image capturing device  images of a physical scene that includes a first marker and a second marker  wherein the first marker and the second marker are physical markers  associate a first virtual object with the first marker and a second virtual object with the second marker  track the position of the first marker and the position of the second marker in the captured images of the physical scene using a tracking device  detect an interaction between the first marker and the second marker based on the tracked position of the first marker and the tracked position of the second marker  wherein the interaction is detected when the first marker and the second marker are within a predetermined proximity of each other  and associate  in response to detecting that the interaction  a third virtual object with the first marker ,US
https://lens.org/096-592-209-675-223,2017-09-05,,US
https://lens.org/161-835-424-356-216,2017-09-05,A method  apparatus  computer program product and system are provided for facilitating video and or image summarization based on facial expressions  In this regard  a method is provided that includes receiving one or more first frames and one or more second frames  determining information regarding one or more facial expressions contained in the one or more second frames  and causing the information regarding the one or more facial expressions to be associated with at least one of the one or more first frames ,US
https://lens.org/042-894-413-943-744,2017-09-05,Determining occupancy in a space by detecting a suspected object in a first image of a space  creating a bounding shape around the suspected object in the image  the bounding shape being aligned towards the center of the image  tracking a selected feature from within the bonding shape  determining occupancy in the space based on the tracking  and controlling a device based on the occupancy determination ,US
https://lens.org/066-966-182-024-302,2017-09-05,,US
https://lens.org/022-866-440-483-487,2017-09-05,In a method for reconstructing a motion of an object from a sequence of motion pattern segments of a computer model of the object  a motion transition between an initial motion state and a final motion state of the object in a time interval of the motion is captured based on position data of the at least one sampling point which is received from the position marker  Further  at least one motion pattern segment corresponding to the motion transition is selected from a plurality of motion patterns of the computer model which are stored in a database such that the selected motion pattern segment leads with sufficient probability from the initial motion state to the final motion state for the time interval  Furthermore  an image of the motion of the object for the time interval is reconstructed using the initial motion state and the selected motion pattern segment ,US
https://lens.org/050-298-726-604-785,2017-09-05,The present disclosure describes a system and method that includes receiving a user selection of a portion of a first image  In response to the user selection  a first identifier of three dimensional space associated with the user selection is determined and a second image is selected based on a portion of the second image being associated with the first identifier  The second image may be provided to the user to be displayed  The present disclosure also provides for mapping a portion of a first image to an identifier of three dimensional space ,US
https://lens.org/193-994-492-867-885,2017-09-05,One or more aspects of the subject disclosure are directed towards identifying objects within an image via image searching matching  In one aspect  an image is processed into bounding boxes  with the bounding boxes further processed to each surround a possible object  A sub image of pixels corresponding to the bounding box is featurized for matching with tagged database images  The information  tags  associated with any matched images is processed to identify categorize the sub image and thus the object corresponding thereto ,US
https://lens.org/080-363-563-830-193,2017-09-05,The present invention relates to a system and method for providing additional information using image matching  The present invention provides a system for providing additional information using image matching  including  a image input unit configured to receive a video or an image input from a user terminal  a query image determination unit configured to determine a query image  i e   a query target  from the video or image received from the image input unit  a feature point extraction unit configured to extract feature points of the query image determined by the query image determination unit  and to generate feature point information of the extracted feature points  a reference meta information database configured to store a structure image identifier  ID  of a structure image of a structure on which an original image has been installed  structure image feature point information of the structure image  and additional information to be provided to the user terminal in association with the structure image ID  an image matching unit configured to determine a matching structure image ID by comparing the feature point information of the query image generated by the feature point extraction unit with the structure image feature point information stored in the reference meta information database  and an additional information provision unit configured to provide the additional information stored in association with the structure image ID determined by the image matching unit to the user terminal  and a method using the same ,US
https://lens.org/114-035-301-836-682,2017-09-05,An apparatus and method for identifying sub groups of execution resources for parallel pixel processing  For example  one embodiment of a method comprises  determining X and Y coordinates for a pixel block to be processed  performing a first set of one or more modulus operations using even bits from the X and Y coordinates to generate a first intermediate result  performing a second set of one or more modulus operations using odd bits from the X and Y coordinates to generate a second intermediate result  comparing the first intermediate result and the second intermediate result to generate a final result  and using the final result to select a first set of processing resources from a set of N processing resources for processing the pixel block ,US
https://lens.org/126-859-230-893-483,2017-09-05,A histogram generator generates a histogram that indicates a count of pixels of a designated color in association with coordinates along a basic axis of a screen  for frame image data obtained by filming a real space  A histogram smoother performs smoothing of the generated histogram  A three dimensional coordinates generator selects a value associated with particular coordinates from among the counts indicated in the smoothed histogram  and performs depth value determination for a target object using the selected value ,US
https://lens.org/067-692-010-535-756,2017-09-05,Techniques are described by which the data associated with a  D animation may be reduced in a manner that does not result in perceptible visual artifacts when the animation is rendered on the display of a target device  Animation curve reduction is achieved by the removal of redundant animation curve samples  and is independently guided for different object attributes or animation channels by the nature of the attribute and one or more display parameters of the target device for which the animation is intended ,US
https://lens.org/101-479-166-239-425,2017-09-05,There is provided an image processing device including  a data storage unit storing feature data indicating a feature of appearance of one or more physical objects  an environment map building unit for building an environment map based on an input image obtained by imaging a real space and the feature data  the environment map representing a position of a physical object present in the real space  a control unit for acquiring procedure data for a set of procedures of operation to be performed in the real space  the procedure data defining a correspondence between a direction for each procedure and position information designating a position at which the direction is to be displayed  and a superimposing unit for generating an output image by superimposing the direction for each procedure at a position in the input image determined based on the environment map and the position information  using the procedure data ,US
